sampleID,phenotype,ref_genome,settings,value,feature
LP0026_07_L003,lung_cancer,0memhg19,False40,0.004633125,tMAD
LP0026_07_L003,lung_cancer,0memhg19,FalseDI26830XA,0.004738925,tMAD
LP0026_07_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,0.006146511,tMAD
LP0026_07_L003,lung_cancer,30memhg19decoy,True40,0.00603044,tMAD
LP0026_07_L003,lung_cancer,30memhg19decoy,False40,0.00603044,tMAD
LP0026_07_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,0.004339461,tMAD
LP0026_08_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,0.231527668,tMAD
LP0026_08_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,0.228371593,tMAD
LP0026_08_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,0.23040129,tMAD
LP0026_08_L003,lung_cancer,0memhg19,True40,0.228056972,tMAD
LP0026_08_L003,lung_cancer,30memhg19decoy,True40,0.204137857,tMAD
LP0026_08_L003,lung_cancer,0memhg19,FalseDI1230XA,0.228348808,tMAD
LP0026_08_L003,lung_cancer,0memhg19,FalseDI26830XA,0.227604376,tMAD
LP0026_08_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,0.231527668,tMAD
LP0026_08_L003,lung_cancer,0memhg19,False40,0.226494324,tMAD
LP0026_08_L003,lung_cancer,30memhg19,False40,0.229993612,tMAD
LP0026_08_L003,lung_cancer,0memhg19decoy,True40,0.227238756,tMAD
LP0026_08_L003,lung_cancer,0memhg19decoy,False40,0.229500476,tMAD
LP0026_08_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,0.231527668,tMAD
LP0026_08_L003,lung_cancer,0memhg19,TrueDI1230XA,0.210658113,tMAD
LP0026_08_L003,lung_cancer,0memhg19,TrueDI26830XA,0.233535415,tMAD
LP0026_08_L003,lung_cancer,30memhg19decoy,False40,0.22967155,tMAD
LP0026_08_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,0.232790983,tMAD
LP0026_08_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,0.23040129,tMAD
LP0026_08_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,0.227694227,tMAD
LP0026_08_L003,lung_cancer,30memhg19,FalseDI1230XA,0.228348808,tMAD
LP0026_08_L003,lung_cancer,30memhg19,FalseDI26830XA,0.228348808,tMAD
LP0026_08_L003,lung_cancer,30memhg19,True40,0.232091811,tMAD
LP0026_08_L003,lung_cancer,30memhg19,TrueDI26830XA,0.229003061,tMAD
LP0026_08_L003,lung_cancer,30memhg19,TrueDI1230XA,0.233626211,tMAD
LP0026_22_L003,lung_cancer,0memhg19,True40,0.007863123,tMAD
LP0026_22_L003,lung_cancer,0memhg19,FalseDI26830XA,0.009190274,tMAD
LP0026_22_L003,lung_cancer,0memhg19,TrueDI1230XA,0.009499487,tMAD
LP0026_22_L003,lung_cancer,0memhg19,TrueDI26830XA,0.008547735,tMAD
LP0026_22_L003,lung_cancer,0memhg19,FalseDI1230XA,0.007852992,tMAD
LP0026_22_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,0.008547735,tMAD
LP0026_22_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,0.008547735,tMAD
LP0026_22_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,0.009238091,tMAD
LP0026_22_L003,lung_cancer,0memhg19,False40,0.007861096,tMAD
LP0026_22_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,0.009238091,tMAD
LP0026_22_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,0.009932834,tMAD
LP0026_22_L003,lung_cancer,30memhg19decoy,True40,0.009251598,tMAD
LP0026_22_L003,lung_cancer,30memhg19,True40,0.00855629,tMAD
LP0026_22_L003,lung_cancer,0memhg19decoy,False40,0.009891459,tMAD
LP0026_22_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,0.009499487,tMAD
LP0026_22_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,0.008545598,tMAD
LP0026_22_L003,lung_cancer,30memhg19decoy,False40,0.007863123,tMAD
LP0026_22_L003,lung_cancer,0memhg19decoy,True40,0.009256106,tMAD
LP0026_22_L003,lung_cancer,30memhg19,FalseDI1230XA,0.008545598,tMAD
LP0026_22_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,0.007801127,tMAD
LP0026_22_L003,lung_cancer,30memhg19,False40,0.007166014,tMAD
LP0026_22_L003,lung_cancer,30memhg19,TrueDI1230XA,0.008107404,tMAD
LP0026_22_L003,lung_cancer,30memhg19,FalseDI26830XA,0.008545598,tMAD
LP0026_22_L003,lung_cancer,30memhg19,TrueDI26830XA,0.008545598,tMAD
LP0026_26_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,0.057556245,tMAD
LP0026_26_L004,lung_cancer,0memhg19,FalseDI26830XA,0.05138637,tMAD
LP0026_26_L004,lung_cancer,0memhg19,FalseDI1230XA,0.05138637,tMAD
LP0026_26_L004,lung_cancer,0memhg19,True40,0.047626106,tMAD
LP0026_26_L004,lung_cancer,0memhg19,TrueDI1230XA,0.053451971,tMAD
LP0026_26_L004,lung_cancer,30memhg19decoy,TrueDI1230XA,0.052766315,tMAD
LP0026_26_L004,lung_cancer,30memhg19decoy,True40,0.064083071,tMAD
LP0026_26_L004,lung_cancer,0memhg19decoy,False40,0.043828027,tMAD
LP0026_26_L004,lung_cancer,0memhg19decoy,FalseDI1230XA,0.049990724,tMAD
LP0026_26_L004,lung_cancer,0memhg19,TrueDI26830XA,0.052766315,tMAD
LP0026_26_L004,lung_cancer,0memhg19,False40,0.049998124,tMAD
LP0026_26_L004,lung_cancer,0memhg19decoy,True40,0.051432174,tMAD
LP0026_26_L004,lung_cancer,0memhg19decoy,TrueDI1230XA,0.051371122,tMAD
LP0026_26_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,0.049990724,tMAD
LP0026_26_L004,lung_cancer,30memhg19decoy,FalseDI26830XA,0.050692303,tMAD
LP0026_26_L004,lung_cancer,30memhg19,False40,0.049296545,tMAD
LP0026_26_L004,lung_cancer,30memhg19,FalseDI1230XA,0.052088064,tMAD
LP0026_26_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,0.049975931,tMAD
LP0026_26_L004,lung_cancer,30memhg19,True40,0.057382715,tMAD
LP0026_26_L004,lung_cancer,30memhg19,TrueDI1230XA,0.053700384,tMAD
LP0026_26_L004,lung_cancer,30memhg19,FalseDI26830XA,0.052088064,tMAD
LP0026_26_L004,lung_cancer,30memhg19decoy,FalseDI1230XA,0.050692303,tMAD
LP0026_26_L004,lung_cancer,30memhg19,TrueDI26830XA,0.053459932,tMAD
LP0026_26_L004,lung_cancer,30memhg19decoy,False40,0.047618586,tMAD
LP0026_38_L004,lung_cancer,0memhg19decoy,False40,0.067387776,tMAD
LP0026_38_L004,lung_cancer,0memhg19decoy,True40,0.049876212,tMAD
LP0026_38_L004,lung_cancer,0memhg19decoy,FalseDI1230XA,0.041671273,tMAD
LP0026_38_L004,lung_cancer,0memhg19,TrueDI1230XA,0.042677776,tMAD
LP0026_38_L004,lung_cancer,0memhg19decoy,TrueDI1230XA,0.044076028,tMAD
LP0026_38_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,0.048855276,tMAD
LP0026_38_L004,lung_cancer,0memhg19,TrueDI26830XA,0.049563144,tMAD
LP0026_38_L004,lung_cancer,0memhg19,True40,0.067690541,tMAD
LP0026_38_L004,lung_cancer,30memhg19,FalseDI1230XA,0.046539217,tMAD
LP0026_38_L004,lung_cancer,30memhg19,FalseDI26830XA,0.046539217,tMAD
LP0026_38_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,0.047234185,tMAD
LP0026_38_L004,lung_cancer,0memhg19,FalseDI26830XA,0.040969463,tMAD
LP0026_38_L004,lung_cancer,30memhg19,False40,0.064376635,tMAD
LP0026_38_L004,lung_cancer,30memhg19,TrueDI26830XA,0.043379816,tMAD
LP0026_38_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,0.04746251,tMAD
LP0026_38_L004,lung_cancer,0memhg19,FalseDI1230XA,0.046532376,tMAD
LP0026_38_L004,lung_cancer,30memhg19,True40,0.06266403,tMAD
LP0026_38_L004,lung_cancer,30memhg19,TrueDI1230XA,0.043790189,tMAD
LP0026_38_L004,lung_cancer,30memhg19decoy,TrueDI1230XA,0.04211806,tMAD
LP0026_38_L004,lung_cancer,30memhg19decoy,False40,0.05033685,tMAD
LP0026_38_L004,lung_cancer,30memhg19decoy,FalseDI1230XA,0.045154654,tMAD
LP0026_38_L004,lung_cancer,30memhg19decoy,True40,0.052134559,tMAD
LP0026_38_L004,lung_cancer,0memhg19,False40,0.065989525,tMAD
LP0026_38_L004,lung_cancer,30memhg19decoy,FalseDI26830XA,0.041677324,tMAD
LP0026_42_L004,lung_cancer,0memhg19decoy,FalseDI1230XA,0.117215245,tMAD
LP0026_42_L004,lung_cancer,0memhg19decoy,False40,0.119610716,tMAD
LP0026_42_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,0.117215245,tMAD
LP0026_42_L004,lung_cancer,0memhg19decoy,True40,0.115828125,tMAD
LP0026_42_L004,lung_cancer,0memhg19decoy,TrueDI1230XA,0.115828125,tMAD
LP0026_42_L004,lung_cancer,30memhg19,True40,0.123081613,tMAD
LP0026_42_L004,lung_cancer,30memhg19,False40,0.125094375,tMAD
LP0026_42_L004,lung_cancer,0memhg19,TrueDI26830XA,0.12648172,tMAD
LP0026_42_L004,lung_cancer,30memhg19decoy,False40,0.125094375,tMAD
LP0026_42_L004,lung_cancer,30memhg19decoy,FalseDI1230XA,0.115828125,tMAD
LP0026_42_L004,lung_cancer,30memhg19,FalseDI1230XA,0.117908637,tMAD
LP0026_42_L004,lung_cancer,30memhg19,TrueDI26830XA,0.116521741,tMAD
LP0026_42_L004,lung_cancer,30memhg19,FalseDI26830XA,0.131271875,tMAD
LP0026_42_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,0.125094375,tMAD
LP0026_42_L004,lung_cancer,30memhg19,TrueDI1230XA,0.127175562,tMAD
LP0026_42_L004,lung_cancer,0memhg19,TrueDI1230XA,0.115828125,tMAD
LP0026_42_L004,lung_cancer,30memhg19decoy,True40,0.122005625,tMAD
LP0026_42_L004,lung_cancer,30memhg19decoy,TrueDI1230XA,0.126481271,tMAD
LP0026_42_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,0.125787991,tMAD
LP0026_42_L004,lung_cancer,30memhg19decoy,FalseDI26830XA,0.115828125,tMAD
LP0026_42_L004,lung_cancer,0memhg19,False40,0.122005625,tMAD
LP0026_42_L004,lung_cancer,0memhg19,FalseDI1230XA,0.115828125,tMAD
LP0026_42_L004,lung_cancer,0memhg19,FalseDI26830XA,0.117215021,tMAD
LP0026_42_L004,lung_cancer,0memhg19,True40,0.125094375,tMAD
LP0027_26_L003,lung_cancer,0memhg19,FalseDI1230XA,0.069153236,tMAD
LP0027_26_L003,lung_cancer,0memhg19,False40,0.05520005,tMAD
LP0027_26_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,0.066408125,tMAD
LP0027_26_L003,lung_cancer,0memhg19,True40,0.077895855,tMAD
LP0027_26_L003,lung_cancer,0memhg19,TrueDI26830XA,0.065421355,tMAD
LP0027_26_L003,lung_cancer,0memhg19,FalseDI26830XA,0.069874757,tMAD
LP0027_26_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,0.063319375,tMAD
LP0027_26_L003,lung_cancer,0memhg19decoy,False40,0.064583727,tMAD
LP0027_26_L003,lung_cancer,0memhg19,TrueDI1230XA,0.063319375,tMAD
LP0027_26_L003,lung_cancer,30memhg19decoy,True40,0.064155943000000007,tMAD
LP0027_26_L003,lung_cancer,30memhg19,False40,0.063457125,tMAD
LP0027_26_L003,lung_cancer,0memhg19decoy,True40,0.066408125,tMAD
LP0027_26_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,0.058156479,tMAD
LP0027_26_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,0.058137298,tMAD
LP0027_26_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,0.062755891,tMAD
LP0027_26_L003,lung_cancer,30memhg19,TrueDI1230XA,0.070324255,tMAD
LP0027_26_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,0.06472058,tMAD
LP0027_26_L003,lung_cancer,30memhg19,True40,0.055118274,tMAD
LP0027_26_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,0.055150391,tMAD
LP0027_26_L003,lung_cancer,30memhg19,FalseDI1230XA,0.074112863,tMAD
LP0027_26_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,0.07127688,tMAD
LP0027_26_L003,lung_cancer,30memhg19decoy,False40,0.065564282,tMAD
LP0027_26_L003,lung_cancer,30memhg19,FalseDI26830XA,0.066823823,tMAD
LP0027_26_L003,lung_cancer,30memhg19,TrueDI26830XA,0.063319375,tMAD
LP0027_35_L003,lung_cancer,0memhg19,True40,0.04094272,tMAD
LP0027_35_L003,lung_cancer,0memhg19decoy,False40,0.047116281,tMAD
LP0027_35_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,0.030530559,tMAD
LP0027_35_L003,lung_cancer,0memhg19,FalseDI26830XA,0.03122294,tMAD
LP0027_35_L003,lung_cancer,0memhg19,FalseDI1230XA,0.030530559,tMAD
LP0027_35_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,0.026755095,tMAD
LP0027_35_L003,lung_cancer,0memhg19,TrueDI26830XA,0.025028981,tMAD
LP0027_35_L003,lung_cancer,30memhg19,False40,0.034658487,tMAD
LP0027_35_L003,lung_cancer,0memhg19decoy,True40,0.049165004,tMAD
LP0027_35_L003,lung_cancer,0memhg19,TrueDI1230XA,0.025024198,tMAD
LP0027_35_L003,lung_cancer,0memhg19,False40,0.044031845,tMAD
LP0027_35_L003,lung_cancer,30memhg19,True40,0.033057641,tMAD
LP0027_35_L003,lung_cancer,30memhg19,TrueDI1230XA,0.025706572,tMAD
LP0027_35_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,0.026408625,tMAD
LP0027_35_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,0.031909543,tMAD
LP0027_35_L003,lung_cancer,30memhg19decoy,False40,0.048458437,tMAD
LP0027_35_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,0.029843845,tMAD
LP0027_35_L003,lung_cancer,30memhg19,FalseDI26830XA,0.029157022,tMAD
LP0027_35_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,0.028459418,tMAD
LP0027_35_L003,lung_cancer,30memhg19decoy,True40,0.04985282,tMAD
LP0027_35_L003,lung_cancer,30memhg19,FalseDI1230XA,0.029157022,tMAD
LP0027_35_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,0.028464753,tMAD
LP0027_35_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,0.030536227,tMAD
LP0027_35_L003,lung_cancer,30memhg19,TrueDI26830XA,0.025033765,tMAD
LP0027_39_L003,lung_cancer,0memhg19,TrueDI26830XA,0.035681204,tMAD
LP0027_39_L003,lung_cancer,0memhg19,TrueDI1230XA,0.035681204,tMAD
LP0027_39_L003,lung_cancer,30memhg19,False40,0.029605344,tMAD
LP0027_39_L003,lung_cancer,0memhg19,True40,0.030510254,tMAD
LP0027_39_L003,lung_cancer,30memhg19,True40,0.029106577,tMAD
LP0027_39_L003,lung_cancer,0memhg19decoy,True40,0.030787805,tMAD
LP0027_39_L003,lung_cancer,0memhg19decoy,False40,0.030309232,tMAD
LP0027_39_L003,lung_cancer,0memhg19,FalseDI26830XA,0.034298519,tMAD
LP0027_39_L003,lung_cancer,0memhg19decoy,FalseDI1230XA,0.035998572,tMAD
LP0027_39_L003,lung_cancer,30memhg19,TrueDI1230XA,0.03498725,tMAD
LP0027_39_L003,lung_cancer,30memhg19,FalseDI1230XA,0.034298519,tMAD
LP0027_39_L003,lung_cancer,0memhg19decoy,TrueDI1230XA,0.03428785,tMAD
LP0027_39_L003,lung_cancer,30memhg19decoy,False40,0.031712407,tMAD
LP0027_39_L003,lung_cancer,30memhg19decoy,FalseDI1230XA,0.033604227,tMAD
LP0027_39_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,0.032909822,tMAD
LP0027_39_L003,lung_cancer,0memhg19,FalseDI1230XA,0.034298519,tMAD
LP0027_39_L003,lung_cancer,30memhg19,FalseDI26830XA,0.034298519,tMAD
LP0027_39_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,0.03428785,tMAD
LP0027_39_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,0.035998572,tMAD
LP0027_39_L003,lung_cancer,30memhg19,TrueDI26830XA,0.039469468,tMAD
LP0027_39_L003,lung_cancer,30memhg19decoy,True40,0.037654275,tMAD
LP0027_39_L003,lung_cancer,30memhg19decoy,TrueDI1230XA,0.035681204,tMAD
LP0027_39_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,0.036375046,tMAD
LP0027_39_L003,lung_cancer,0memhg19,False40,0.028906058,tMAD
LP0028_01_L004,lung_cancer,0memhg19,True40,0.07146419,tMAD
LP0028_01_L004,lung_cancer,0memhg19,TrueDI1230XA,0.063319375,tMAD
LP0028_01_L004,lung_cancer,0memhg19decoy,True40,0.069496875,tMAD
LP0028_01_L004,lung_cancer,0memhg19decoy,TrueDI1230XA,0.069496875,tMAD
LP0028_01_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,0.066408125,tMAD
LP0028_01_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,0.063319375,tMAD
LP0028_01_L004,lung_cancer,0memhg19,False40,0.069496875,tMAD
LP0028_01_L004,lung_cancer,0memhg19,FalseDI1230XA,0.066408125,tMAD
LP0028_01_L004,lung_cancer,0memhg19,FalseDI26830XA,0.066408125,tMAD
LP0028_01_L004,lung_cancer,0memhg19decoy,FalseDI1230XA,0.063319375,tMAD
LP0028_01_L004,lung_cancer,30memhg19,False40,0.063319375,tMAD
LP0028_01_L004,lung_cancer,0memhg19,TrueDI26830XA,0.069496875,tMAD
LP0028_01_L004,lung_cancer,0memhg19decoy,False40,0.069496875,tMAD
LP0028_01_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,0.066408125,tMAD
LP0028_01_L004,lung_cancer,30memhg19,True40,0.069496875,tMAD
LP0028_01_L004,lung_cancer,30memhg19,FalseDI1230XA,0.066408125,tMAD
LP0028_01_L004,lung_cancer,30memhg19,FalseDI26830XA,0.063319375,tMAD
LP0028_01_L004,lung_cancer,30memhg19decoy,False40,0.069496875,tMAD
LP0028_01_L004,lung_cancer,30memhg19,TrueDI1230XA,0.069496875,tMAD
LP0028_01_L004,lung_cancer,30memhg19,TrueDI26830XA,0.054053125,tMAD
LP0028_01_L004,lung_cancer,30memhg19decoy,TrueDI1230XA,0.054053125,tMAD
LP0028_01_L004,lung_cancer,30memhg19decoy,FalseDI1230XA,0.063319375,tMAD
LP0028_01_L004,lung_cancer,30memhg19decoy,FalseDI26830XA,0.063319375,tMAD
LP0028_01_L004,lung_cancer,30memhg19decoy,True40,0.069074601,tMAD
LP0029_02_L004,healthy_control,0memhg19,False40,0.004633125,tMAD
LP0029_02_L004,healthy_control,0memhg19,FalseDI1230XA,0.004048539,tMAD
LP0029_02_L004,healthy_control,0memhg19decoy,False40,0.004633125,tMAD
LP0029_02_L004,healthy_control,0memhg19,True40,0.0047379,tMAD
LP0029_02_L004,healthy_control,0memhg19,TrueDI1230XA,0.00363915,tMAD
LP0029_02_L004,healthy_control,0memhg19,FalseDI26830XA,0.005035097,tMAD
LP0029_02_L004,healthy_control,30memhg19decoy,False40,0.007136375,tMAD
LP0029_02_L004,healthy_control,30memhg19decoy,FalseDI1230XA,0.006431386,tMAD
LP0029_02_L004,healthy_control,30memhg19decoy,FalseDI26830XA,0.006146511,tMAD
LP0029_02_L004,healthy_control,0memhg19,TrueDI26830XA,0.005035667,tMAD
LP0029_02_L004,healthy_control,0memhg19decoy,True40,0.004338092,tMAD
LP0029_02_L004,healthy_control,0memhg19decoy,TrueDI1230XA,0.005331611,tMAD
LP0029_02_L004,healthy_control,0memhg19decoy,FalseDI1230XA,0.005035097,tMAD
LP0029_02_L004,healthy_control,0memhg19decoy,FalseDI26830XA,0.005732899,tMAD
LP0029_02_L004,healthy_control,30memhg19,TrueDI26830XA,0.004747139,tMAD
LP0029_02_L004,healthy_control,30memhg19decoy,TrueDI1230XA,0.006429791,tMAD
LP0029_02_L004,healthy_control,30memhg19decoy,TrueDI26830XA,0.005036237,tMAD
LP0029_02_L004,healthy_control,0memhg19decoy,TrueDI26830XA,0.006029984,tMAD
LP0029_02_L004,healthy_control,30memhg19,False40,0.006436176,tMAD
LP0029_02_L004,healthy_control,30memhg19,FalseDI1230XA,0.004748167,tMAD
LP0029_02_L004,healthy_control,30memhg19,FalseDI26830XA,0.004748167,tMAD
LP0029_02_L004,healthy_control,30memhg19,TrueDI1230XA,0.004340375,tMAD
LP0029_02_L004,healthy_control,30memhg19decoy,True40,0.004037592,tMAD
LP0029_02_L004,healthy_control,30memhg19,True40,0.004039413,tMAD
LP0029_04_L003,healthy_control,0memhg19,True40,0.003639492,tMAD
LP0029_04_L003,healthy_control,0memhg19,False40,0.002940778,tMAD
LP0029_04_L003,healthy_control,0memhg19decoy,False40,0.003639834,tMAD
LP0029_04_L003,healthy_control,0memhg19decoy,TrueDI1230XA,0.00363915,tMAD
LP0029_04_L003,healthy_control,0memhg19decoy,FalseDI1230XA,0.003638808,tMAD
LP0029_04_L003,healthy_control,0memhg19decoy,True40,0.002940778,tMAD
LP0029_04_L003,healthy_control,30memhg19,FalseDI1230XA,0.004633125,tMAD
LP0029_04_L003,healthy_control,30memhg19,FalseDI26830XA,0.004633125,tMAD
LP0029_04_L003,healthy_control,0memhg19,FalseDI1230XA,0.00433718,tMAD
LP0029_04_L003,healthy_control,0memhg19,TrueDI26830XA,0.004337636,tMAD
LP0029_04_L003,healthy_control,0memhg19,FalseDI26830XA,0.00433718,tMAD
LP0029_04_L003,healthy_control,0memhg19,TrueDI1230XA,0.002941462,tMAD
LP0029_04_L003,healthy_control,0memhg19decoy,FalseDI26830XA,0.002940778,tMAD
LP0029_04_L003,healthy_control,30memhg19,False40,0.002940778,tMAD
LP0029_04_L003,healthy_control,30memhg19,TrueDI26830XA,0.004633125,tMAD
LP0029_04_L003,healthy_control,0memhg19decoy,TrueDI26830XA,0.003341838,tMAD
LP0029_04_L003,healthy_control,30memhg19decoy,FalseDI1230XA,0.002242861,tMAD
LP0029_04_L003,healthy_control,30memhg19decoy,FalseDI26830XA,0.002941462,tMAD
LP0029_04_L003,healthy_control,30memhg19,TrueDI1230XA,0.005331725,tMAD
LP0029_04_L003,healthy_control,30memhg19decoy,False40,0.002941006,tMAD
LP0029_04_L003,healthy_control,30memhg19decoy,TrueDI1230XA,0.003638808,tMAD
LP0029_04_L003,healthy_control,30memhg19,True40,0.002941006,tMAD
LP0029_04_L003,healthy_control,30memhg19decoy,True40,0.002941006,tMAD
LP0029_04_L003,healthy_control,30memhg19decoy,TrueDI26830XA,0.002941006,tMAD
LP0029_05_L004,healthy_control,0memhg19,True40,0.00265031,tMAD
LP0029_05_L004,healthy_control,0memhg19,TrueDI26830XA,0.002242975,tMAD
LP0029_05_L004,healthy_control,0memhg19decoy,False40,0.002242975,tMAD
LP0029_05_L004,healthy_control,0memhg19,TrueDI1230XA,0.00264894,tMAD
LP0029_05_L004,healthy_control,30memhg19,False40,0.002644149,tMAD
LP0029_05_L004,healthy_control,0memhg19decoy,True40,0.002649625,tMAD
LP0029_05_L004,healthy_control,0memhg19decoy,FalseDI1230XA,0.002243089,tMAD
LP0029_05_L004,healthy_control,0memhg19decoy,TrueDI26830XA,0.002242975,tMAD
LP0029_05_L004,healthy_control,0memhg19decoy,FalseDI26830XA,0.002243089,tMAD
LP0029_05_L004,healthy_control,0memhg19,FalseDI1230XA,0.002941918,tMAD
LP0029_05_L004,healthy_control,0memhg19decoy,TrueDI1230XA,0.001544375,tMAD
LP0029_05_L004,healthy_control,30memhg19decoy,False40,0.002941462,tMAD
LP0029_05_L004,healthy_control,0memhg19,False40,0.002242861,tMAD
LP0029_05_L004,healthy_control,30memhg19,TrueDI1230XA,0.002592161,tMAD
LP0029_05_L004,healthy_control,30memhg19,FalseDI1230XA,0.002243089,tMAD
LP0029_05_L004,healthy_control,30memhg19,FalseDI26830XA,0.002243089,tMAD
LP0029_05_L004,healthy_control,30memhg19,True40,0.002243318,tMAD
LP0029_05_L004,healthy_control,30memhg19decoy,FalseDI1230XA,0.002645517,tMAD
LP0029_05_L004,healthy_control,30memhg19decoy,FalseDI26830XA,0.002645517,tMAD
LP0029_05_L004,healthy_control,0memhg19,FalseDI26830XA,0.002243089,tMAD
LP0029_05_L004,healthy_control,30memhg19decoy,TrueDI26830XA,0.002243089,tMAD
LP0029_05_L004,healthy_control,30memhg19,TrueDI26830XA,0.002242861,tMAD
LP0029_05_L004,healthy_control,30memhg19decoy,TrueDI1230XA,0.002242861,tMAD
LP0029_05_L004,healthy_control,30memhg19decoy,True40,0.002941462,tMAD
LP0029_06_L003,healthy_control,0memhg19,False40,0.004341289,tMAD
LP0029_06_L003,healthy_control,0memhg19decoy,False40,0.002650996,tMAD
LP0029_06_L003,healthy_control,30memhg19,True40,0.003346627,tMAD
LP0029_06_L003,healthy_control,30memhg19,False40,0.002942146,tMAD
LP0029_06_L003,healthy_control,0memhg19decoy,True40,0.002942832,tMAD
LP0029_06_L003,healthy_control,0memhg19,True40,0.002650996,tMAD
LP0029_06_L003,healthy_control,0memhg19decoy,FalseDI1230XA,0.003350624,tMAD
LP0029_06_L003,healthy_control,0memhg19,TrueDI1230XA,0.002941462,tMAD
LP0029_06_L003,healthy_control,0memhg19,FalseDI1230XA,0.00265031,tMAD
LP0029_06_L003,healthy_control,0memhg19decoy,TrueDI1230XA,0.002649625,tMAD
LP0029_06_L003,healthy_control,30memhg19decoy,False40,0.002243318,tMAD
LP0029_06_L003,healthy_control,30memhg19decoy,FalseDI1230XA,0.003350624,tMAD
LP0029_06_L003,healthy_control,30memhg19,TrueDI1230XA,0.003640176,tMAD
LP0029_06_L003,healthy_control,30memhg19,FalseDI1230XA,0.00294169,tMAD
LP0029_06_L003,healthy_control,30memhg19,FalseDI26830XA,0.00265031,tMAD
LP0029_06_L003,healthy_control,0memhg19decoy,TrueDI26830XA,0.002941462,tMAD
LP0029_06_L003,healthy_control,0memhg19decoy,FalseDI26830XA,0.003350624,tMAD
LP0029_06_L003,healthy_control,0memhg19,TrueDI26830XA,0.003344231,tMAD
LP0029_06_L003,healthy_control,0memhg19,FalseDI26830XA,0.00265031,tMAD
LP0029_06_L003,healthy_control,30memhg19decoy,TrueDI1230XA,0.002941462,tMAD
LP0029_06_L003,healthy_control,30memhg19decoy,TrueDI26830XA,0.002941462,tMAD
LP0029_06_L003,healthy_control,30memhg19decoy,FalseDI26830XA,0.003350624,tMAD
LP0029_06_L003,healthy_control,30memhg19decoy,True40,0.003641889,tMAD
LP0029_06_L003,healthy_control,30memhg19,TrueDI26830XA,0.002243089,tMAD
LP0030_03_L004,healthy_control,30memhg19,True40,0.003349025,tMAD
LP0030_03_L004,healthy_control,30memhg19,False40,0.003349025,tMAD
LP0030_03_L004,healthy_control,30memhg19decoy,False40,0.003349025,tMAD
LP0030_03_L004,healthy_control,30memhg19decoy,FalseDI1230XA,0.003348225,tMAD
LP0030_03_L004,healthy_control,0memhg19decoy,True40,0.002649625,tMAD
LP0030_03_L004,healthy_control,0memhg19decoy,TrueDI1230XA,0.003641203,tMAD
LP0030_03_L004,healthy_control,0memhg19decoy,TrueDI26830XA,0.00334503,tMAD
LP0030_03_L004,healthy_control,30memhg19,TrueDI1230XA,0.002942146,tMAD
