sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/False40/summary_across_samples_and_ROIS.csv,-7.115538874,150,-8.024916968,757,180.7619417,6078.999982,-733.1032721,0.011291024,-0.006519208,164.2347239,SAEC_hg19.no_chr,healthy_control,-0.31,(27.1386624680608; 346.8432267613184),N/A,1.44,(-0.0812155684521266; 0.030571088790355472),N/A,0memhg19,False40
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,17.32897421,149.9998606,8.742519524,757.0201924,84.17498374,6078.992504,-659.8263385,-0.056219771,-0.005373221,112.948377,SAEC_hg19.no_chr,lung_cancer,-1.06,(35.24533221871303; 334.9804913615891),n.s.,-0.84,(-0.09236564995790725; 0.02451551459023065),n.s.,30memhg19decoy,TrueDI1230XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,2.833793069,150,65.1442495,757,161.1523868,6078.000025,-656.6545712,-0.052445678,-0.008503228,229.9996732,SAEC_hg19.no_chr,healthy_control,0.66,(35.24533221871303; 334.9804913615891),N/A,-0.7,(-0.09236564995790725; 0.02451551459023065),N/A,30memhg19decoy,TrueDI1230XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,33.79255352,150,-60.5913036,757,292.2989551,6078.074811,-565.0226647,-0.077128732,-0.008410006,269.9114765,SAEC_hg19.no_chr,healthy_control,1.24,(35.24533221871303; 334.9804913615891),N/A,-1.62,(-0.09236564995790725; 0.02451551459023065),N/A,30memhg19decoy,TrueDI1230XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,10.37533777,149,28.24477895,758,178.6592631,6078.010971,-686.1593424,-0.054371744,-0.007009152,218.9755459,SAEC_hg19.no_chr,healthy_control,0.5,(35.24533221871303; 334.9804913615891),N/A,-0.77,(-0.09236564995790725; 0.02451551459023065),N/A,30memhg19decoy,TrueDI1230XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-10.79097291,150,29.4389621,757,295.0791266,6078.987425,-579.2880789,-0.006179617,-0.01092334,311.985595,SAEC_hg19.no_chr,healthy_control,1.86,(35.24533221871303; 334.9804913615891),N/A,1.04,(-0.09236564995790725; 0.02451551459023065),N/A,30memhg19decoy,TrueDI1230XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,1.854782796,150,34.91036811,757,94.47998895,6079,-732.2270588,-0.029531297,-0.004271798,131.7545077,SAEC_hg19.no_chr,healthy_control,-0.78,(35.24533221871303; 334.9804913615891),N/A,0.16,(-0.09236564995790725; 0.02451551459023065),N/A,30memhg19decoy,TrueDI1230XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,2.306564503,149.8252532,3.488826232,758,87.74235501,6078.025641,-712.4067306,-0.01373706,-0.002928423,93.83519275,SAEC_hg19.no_chr,healthy_control,-1.34,(35.24533221871303; 334.9804913615891),N/A,0.76,(-0.09236564995790725; 0.02451551459023065),N/A,30memhg19decoy,TrueDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-4.230975132,150,-5.119680401,757,179.3999593,6078.993421,-720.7995073,0.002177491,-0.007032018,169.142574,SAEC_hg19.no_chr,healthy_control,-0.1,(29.349294672234095; 322.43762106978977),N/A,1.49,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,10.96647599,149,39.45846504,758,76.35563272,6078,-699.2243944,-0.055141468,-0.005526334,128.7850265,SAEC_hg19.no_chr,healthy_control,-0.71,(29.349294672234095; 322.43762106978977),N/A,-0.68,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,6.659418292,150,12.52537535,757,61.49105317,6078.999252,-602.5670054,-0.028347849,-0.006212492,81.76689141,SAEC_hg19.no_chr,healthy_control,-1.41,(29.349294672234095; 322.43762106978977),N/A,0.33,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-0.814198704,150,-5.52573779,757.0000929,163.8877799,6078.999996,-733.3670923,-0.005677806,-0.0055091,157.1894072,SAEC_hg19.no_chr,healthy_control,-0.28,(29.349294672234095; 322.43762106978977),N/A,1.19,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,12.72907957,150,37.65005192,757,-198.001275,6078.060923,-571.5421629,-0.040700097,1.96E-04,-145.0640601,SAEC_hg19.no_chr,lung_cancer,-4.8,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,-0.14,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-4.876237098,150,93.97794824,757.9999998,62.35344548,6078.150746,-608.4407164,-0.040585133,-0.005559095,151.4884952,SAEC_hg19.no_chr,lung_cancer,-0.37,(29.349294672234095; 322.43762106978977),n.s.,-0.13,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,7.288187584,150,-7.275550242,758,169.3474173,6078.000975,-703.3996337,-0.026670059,-0.006475844,170.2487973,SAEC_hg19.no_chr,healthy_control,-0.08,(29.349294672234095; 322.43762106978977),N/A,0.4,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,16.03484934,150,9.666096231,757,164.4782507,6078.067811,-678.7485482,-0.058536361,-0.005212253,192.5991781,SAEC_hg19.no_chr,healthy_control,0.25,(29.349294672234095; 322.43762106978977),N/A,-0.81,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-39.71810973,149.9999977,-73.25430253,757,-19.90990301,6078.528073,-672.4827286,0.145546947,-0.001043736,-139.7568192,SAEC_hg19.no_chr,lung_cancer,-4.72,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,6.93,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-6.277407524,150,3.353228644,757.9999999,45.7408021,6078.078503,-659.9980833,0.0119284,-0.002154474,41.81441997,SAEC_hg19.no_chr,lung_cancer,-2.01,(29.349294672234095; 322.43762106978977),n.s.,1.86,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-1.054154551,149.0000127,14.96666459,757.9999999,91.95692003,6078.002029,-682.2490286,-0.011090414,-0.004871722,105.7406902,SAEC_hg19.no_chr,lung_cancer,-1.05,(29.349294672234095; 322.43762106978977),n.s.,0.99,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-11.02468901,149.999994,-4.081636753,757,-41.86277353,6078.291159,-712.7145249,0.034220093,-4.92E-04,-58.68726078,SAEC_hg19.no_chr,lung_cancer,-3.51,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,2.71,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-10.76851948,149.0000023,20.34229665,758,46.76059281,6078.055188,-690.2164969,0.015056797,-0.00308353,54.77674264,SAEC_hg19.no_chr,lung_cancer,-1.81,(29.349294672234095; 322.43762106978977),n.s.,1.98,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-5.631778048,150,-38.22158656,757,-149.411541,6078.999825,-698.6792413,0.044926633,0.005113102,-194.336013,SAEC_hg19.no_chr,lung_cancer,-5.54,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,3.11,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,0.573349471,149,1.470764335,758,51.68062016,6078.036877,-637.9944004,-0.005701345,-0.002446878,53.77183451,SAEC_hg19.no_chr,lung_cancer,-1.83,(29.349294672234095; 322.43762106978977),n.s.,1.19,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,2.126264163,149,20.10829584,757.9999999,170.2995381,6078.000014,-734.6966853,-0.027454145,-0.006441679,192.867095,SAEC_hg19.no_chr,lung_cancer,0.25,(29.349294672234095; 322.43762106978977),n.s.,0.37,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,3.27755713,149,-6.425303878,757.0084888,96.90491187,6078.999999,-745.3489469,-0.011748931,-0.003186433,94.10692488,SAEC_hg19.no_chr,lung_cancer,-1.22,(29.349294672234095; 322.43762106978977),n.s.,0.96,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-23.66673256,149,-75.04957836,757.0000001,-220.6302168,6078.935073,-669.9367675,0.117397606,0.003828279,-323.5203111,SAEC_hg19.no_chr,lung_cancer,-7.47,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,5.86,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-16.98187155,150,3.88397196,757.9999999,-112.8002863,6078.993459,-659.0517164,0.05052375,0.001789612,-128.3977669,SAEC_hg19.no_chr,lung_cancer,-4.55,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,3.32,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-10.04102652,149.1678926,-19.73923975,757,24.89164363,6078.079047,-776.1586311,0.03562311,0.001744668,-6.676367557,SAEC_hg19.no_chr,lung_cancer,-2.73,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,2.76,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-1.272974474,149.9396451,-96.4587401,757.0000626,174.5009076,6078.015977,-618.3139892,0.042767454,-0.005608824,75.48720984,SAEC_hg19.no_chr,lung_cancer,-1.5,(29.349294672234095; 322.43762106978977),n.s.,3.03,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-20.27147257,149,14.14992897,758,108.9332512,6078.055857,-623.3819431,0.039678927,-0.003584117,99.63432278,SAEC_hg19.no_chr,lung_cancer,-1.14,(29.349294672234095; 322.43762106978977),n.s.,2.91,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,11.22961508,149,-71.58862564,758,-5.842509602,6078.990375,-612.4038925,0.007994266,-0.001489131,-65.08799318,SAEC_hg19.no_chr,lung_cancer,-3.61,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,1.71,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-11.6866432,149,-39.44140948,758,-255.4289411,6078.051265,-614.834217,0.068814426,0.005554366,-308.478366,SAEC_hg19.no_chr,lung_cancer,-7.25,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,4.02,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,0.081936177,150,-63.34004973,757,-148.7610896,6078.000023,-580.6792762,0.04292681,0.003606082,-212.4287814,SAEC_hg19.no_chr,lung_cancer,-5.81,(29.349294672234095; 322.43762106978977),Significantly stronger coverage drop,3.04,(-0.09496073745342026; 0.0207241068623115),Significantly stronger coverage drop,30memhg19decoy,TrueDI26830XA
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,13.47616116,149,14.90190659,757,175.1198992,6078.953342,-659.0840923,-0.055427881,-0.008150725,205.563041,SAEC_hg19.no_chr,lung_cancer,0.44,(29.349294672234095; 322.43762106978977),n.s.,-0.69,(-0.09496073745342026; 0.0207241068623115),n.s.,30memhg19decoy,TrueDI26830XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,4.746249627,150,65.22232877,757,149.8313086,6078.506969,-657.0003543,-0.056829322,-0.008010044,220.9815594,SAEC_hg19.no_chr,healthy_control,0.67,(29.349294672234095; 322.43762106978977),N/A,-0.75,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,32.30312525,149.999836,-50.8421584,757,297.8627625,6078.018332,-564.9809665,-0.078670731,-0.009000883,283.5858172,SAEC_hg19.no_chr,healthy_control,1.61,(29.349294672234095; 322.43762106978977),N/A,-1.58,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,15.14433532,149,32.20179788,758,191.4882835,6078.018453,-681.0365472,-0.070065226,-0.006902506,241.3030289,SAEC_hg19.no_chr,healthy_control,0.98,(29.349294672234095; 322.43762106978977),N/A,-1.25,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-1.742116079,150,23.99849348,757,239.899094,6078.980817,-581.2450246,-0.023757693,-0.008579303,261.8411712,SAEC_hg19.no_chr,healthy_control,1.29,(29.349294672234095; 322.43762106978977),N/A,0.51,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,2.553116659,150,42.68308071,757.9999997,78.00887511,6078.999739,-734.2054634,-0.034374236,-0.004176,123.9522053,SAEC_hg19.no_chr,healthy_control,-0.78,(29.349294672234095; 322.43762106978977),N/A,0.1,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,0.494630272,150,6.600539669,758,72.17151762,6078.074317,-721.4315867,-0.009526522,-0.002609167,79.32583791,SAEC_hg19.no_chr,healthy_control,-1.45,(29.349294672234095; 322.43762106978977),N/A,1.05,(-0.09496073745342026; 0.0207241068623115),N/A,30memhg19decoy,TrueDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-6.771087268,150,0.926689909,758,65.35537963,6078.999791,-737.5833009,0.01323173,-0.003864991,58.38751764,SAEC_hg38,healthy_control,-0.47,(-54.6453444831473; 232.8294523259019),N/A,1.24,(-0.07598507464889066; 0.03791247116054035),N/A,30memhg38,False40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,6.992878693,149.1446848,33.94968558,758,14.46392948,6078.000666,-737.2676204,-0.037522424,-0.002544286,56.80232939,SAEC_hg38,healthy_control,-0.49,(-54.6453444831473; 232.8294523259019),N/A,-0.71,(-0.07598507464889066; 0.03791247116054035),N/A,30memhg38,False40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,2.12887878,149.9716359,-3.411737923,757.9983279,-7.864067399,6078.001855,-607.7385824,-0.003351262,-0.003961287,-8.836327488,SAEC_hg38,healthy_control,-1.49,(-54.6453444831473; 232.8294523259019),N/A,0.6,(-0.07598507464889066; 0.03791247116054035),N/A,30memhg38,False40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-6.239238211,150,-5.358405187,757,78.53208541,6078.117709,-736.2370959,0.014263358,-0.003477638,65.82189022,SAEC_hg38,healthy_control,-0.36,(-54.6453444831473; 232.8294523259019),N/A,1.28,(-0.07598507464889066; 0.03791247116054035),N/A,30memhg38,False40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,5.552429145,150,32.13703642,757,-230.4845881,6078.092638,-571.6473639,-0.016575574,8.73E-04,-191.3761564,SAEC_hg38,lung_cancer,-4.28,(-54.6453444831473; 232.8294523259019),Significantly stronger coverage drop,0.09,(-0.07598507464889066; 0.03791247116054035),n.s.,30memhg38,False40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-16.24110526,150,97.32992776,757.9999998,31.66293853,6078.192532,-619.3450058,-0.010108732,-0.00513624,111.0699947,SAEC_hg38,lung_cancer,0.34,(-54.6453444831473; 232.8294523259019),n.s.,0.34,(-0.07598507464889066; 0.03791247116054035),n.s.,30memhg38,False40
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,6.949155957,150,-12.23994058,757.0000431,90.5417376,6078.000292,-724.5663584,-0.017974477,-0.003327401,86.12680065,SAEC_hg38,healthy_control,-0.05,(-54.6453444831473; 232.8294523259019),N/A,0.04,(-0.07598507464889066; 0.03791247116054035),N/A,30memhg38,False40
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,10.02797456,149.9999949,26.16397607,757,98.44375279,6078.021496,-690.3048125,-0.046920625,-0.003785089,136.33991,SAEC_hg38,healthy_control,0.72,(-54.6453444831473; 232.8294523259019),N/A,-1.07,(-0.07598507464889066; 0.03791247116054035),N/A,30memhg38,False40
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-40.58702212,150,-70.28892546,757,-125.1050346,6078.021033,-681.5560265,0.15319994,0.001751643,-242.8489231,SAEC_hg38,lung_cancer,-5.07,(-54.6453444831473; 232.8294523259019),Significantly stronger coverage drop,6.63,(-0.07598507464889066; 0.03791247116054035),Significantly stronger coverage drop,30memhg38,False40
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-7.388008126,150,-3.129263072,757,-62.71880378,6078.929062,-665.8381633,0.025414446,4.78E-04,-74.35303344,SAEC_hg38,lung_cancer,-2.49,(-54.6453444831473; 232.8294523259019),Significantly stronger coverage drop,1.71,(-0.07598507464889066; 0.03791247116054035),n.s.,30memhg38,False40
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-2.10747767,149.9999998,16.83037324,757.9999999,16.09470353,6078.971323,-683.9680148,-0.00430914,-0.0026701,30.62488216,SAEC_hg38,lung_cancer,-0.89,(-54.6453444831473; 232.8294523259019),n.s.,0.57,(-0.07598507464889066; 0.03791247116054035),n.s.,30memhg38,False40
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-13.2426314,150,1.917708479,757.9999999,-159.1070577,6078.000022,-709.2848618,0.044654324,0.002550734,-172.3136581,SAEC_hg38,lung_cancer,-3.99,(-54.6453444831473; 232.8294523259019),Significantly stronger coverage drop,2.45,(-0.07598507464889066; 0.03791247116054035),Significantly stronger coverage drop,30memhg38,False40
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-18.30764033,150,32.99508975,758,-56.07448057,6078.87514,-727.0151758,0.035005701,-8.34E-04,-43.88846856,SAEC_hg38,lung_cancer,-2.03,(-54.6453444831473; 232.8294523259019),n.s.,2.08,(-0.07598507464889066; 0.03791247116054035),n.s.,30memhg38,False40
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-6.493126686,150,-40.97931186,757.0000001,-206.4518538,6078.995876,-701.9695634,0.052414177,0.005652363,-255.0931585,SAEC_hg38,lung_cancer,-5.25,(-54.6453444831473; 232.8294523259019),Significantly stronger coverage drop,2.75,(-0.07598507464889066; 0.03791247116054035),Significantly stronger coverage drop,30memhg38,False40
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,0.89066281,149,6.947652422,758,-65.20487447,6078.984012,-648.3206955,-0.001762165,-2.26E-04,-57.09094676,SAEC_hg38,lung_cancer,-2.23,(-54.6453444831473; 232.8294523259019),Significantly stronger coverage drop,0.67,(-0.07598507464889066; 0.03791247116054035),n.s.,30memhg38,False40
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-1.904253367,150,12.73026422,758,102.7715303,6078.015065,-731.6915338,-0.008381081,-0.004203505,113.3039788,SAEC_hg38,lung_cancer,0.37,(-54.6453444831473; 232.8294523259019),n.s.,0.41,(-0.07598507464889066; 0.03791247116054035),n.s.,30memhg38,False40
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,1.554037292,149,0.561469646,758,-3.862006591,6078.518465,-731.0503616,-0.004202918,-9.49E-04,-1.492675238,SAEC_hg38,lung_cancer,-1.38,(-54.6453444831473; 232.8294523259019),n.s.,0.57,(-0.07598507464889066; 0.03791247116054035),n.s.,30memhg38,False40
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-22.93422673,149,-84.64625294,757.0000002,-264.2786123,6078.995606,-677.4764865,0.123358177,0.004620594,-375.958421,SAEC_hg38,lung_cancer,-7.1,(-54.6453444831473; 232.8294523259019),Significantly stronger coverage drop,5.48,(-0.07598507464889066; 0.03791247116054035),Significantly stronger coverage drop,30memhg38,False40
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-18.82044512,150,6.416170545,757.9999999,-157.9697877,6078.990179,-677.0116332,0.057045245,0.003086421,-173.0886527,SAEC_hg38,lung_cancer,-4,(-54.6453444831473; 232.8294523259019),Significantly stronger coverage drop,2.93,(-0.07598507464889066; 0.03791247116054035),Significantly stronger coverage drop,30memhg38,False40
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-13.2360139,149.2507754,-15.17249213,757,-48.96647599,6078.97149,-785.3881301,0.046588893,0.002577176,-79.54085544,SAEC_hg38,lung_cancer,-2.57,(-54.6453444831473; 232.8294523259019),Significantly stronger coverage drop,2.53,(-0.07598507464889066; 0.03791247116054035),Significantly stronger coverage drop,30memhg38,False40
