sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-23.56452789,149,-87.41531748,758,-186.9594765,6078.021702,-775.7272778,0.121372113,0.008437581,-302.2455589,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,0.82,(-602.9832496230983;-165.33855894371993),n.s.,-0.68,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-19.58772248,149.809423,-91.7233202,757.0063373,16.52705453,6078.999506,-814.8820506,0.099415655,0.003804348,-98.71946884,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,2.86,(-602.9832496230983;-165.33855894371993),Significantly weaker coverage drop,-1.25,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-20.78822045,149,-186.249386,758,-155.0614443,6078.033644,-814.6219737,0.163862209,0.009281476,-366.9134952,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,0.17,(-602.9832496230983;-165.33855894371993),n.s.,0.41,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-19.31681007,149,-93.48481472,758,-87.29377836,6078.041018,-759.0871318,0.106651666,0.005956042,-203.898614,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.81,(-602.9832496230983;-165.33855894371993),n.s.,-1.06,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-10.86493522,149,-163.6460826,758,-83.49409358,6078.010908,-757.1482423,0.120699208,0.006829583,-261.1291199,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.23,(-602.9832496230983;-165.33855894371993),n.s.,-0.7,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-4.423795021,149,-53.75833745,758,-45.44059916,6078.019408,-880.9214991,0.043120639,0.00473926,-104.763663,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,2.8,(-602.9832496230983;-165.33855894371993),Significantly weaker coverage drop,-2.7,(0.06270512300826926;0.23309409929414954),Significantly weaker coverage drop,30memhg19decoy,TrueDI26830XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-17.01410606,149.0000071,-85.79607391,757.9999899,-84.93745045,6078.020028,-741.5716539,0.096284958,0.005461083,-191.1204678,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.93,(-602.9832496230983;-165.33855894371993),n.s.,-1.33,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-20.14246727,149,-76.61028062,758,-42.73859804,6078.022131,-713.6050084,0.097056669,0.004925106,-143.3178726,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,2.41,(-602.9832496230983;-165.33855894371993),Significantly weaker coverage drop,-1.31,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-15.82189559,150,-52.51609981,758,-186.3557894,6078.029295,-743.06809,0.081951652,0.006915125,-257.4506321,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.27,(-602.9832496230983;-165.33855894371993),n.s.,-1.7,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-23.30248662,150,-88.00347509,758,-274.6303419,6078.045698,-739.3242772,0.126318485,0.009784734,-390.0945192,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,-0.06,(-602.9832496230983;-165.33855894371993),n.s.,-0.56,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-22.68783682,150,-83.10973552,757,-360.0073511,6078.006321,-705.6017705,0.127769926,0.011955721,-469.7312471,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,-0.86,(-602.9832496230983;-165.33855894371993),n.s.,-0.52,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-22.2803179,149,-100.4345565,758,-168.3049175,6078.028853,-763.4576943,0.123561389,0.006995692,-295.2643437,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,0.89,(-602.9832496230983;-165.33855894371993),n.s.,-0.63,(0.06270512300826926;0.23309409929414954),n.s.,30memhg19decoy,TrueDI26830XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-29.87053146,149,-136.3408555,758,-291.9708027,6078.051187,-739.5728574,0.170898695,0.011281775,-463.8156224,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.8,(-602.9832496230983;-165.33855894371993),N/A,0.59,(0.06270512300826926;0.23309409929414954),N/A,30memhg19decoy,TrueDI26830XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-29.62185357,149,-104.4678819,758,-225.6420855,6078.031314,-703.7337355,0.149104292,0.008671615,-365.1053751,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,0.19,(-602.9832496230983;-165.33855894371993),N/A,0.03,(0.06270512300826926;0.23309409929414954),N/A,30memhg19decoy,TrueDI26830XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-33.34591602,149,-142.9267953,758,-100.6389989,6078.034419,-744.688076,0.171111815,0.006682379,-283.3620057,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,1.01,(-602.9832496230983;-165.33855894371993),N/A,0.6,(0.06270512300826926;0.23309409929414954),N/A,30memhg19decoy,TrueDI26830XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-29.40871002,149.0003352,-114.5309482,757.000201,-300.615231,6078.014661,-695.6870081,0.158830375,0.011008569,-449.9094498,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.66,(-602.9832496230983;-165.33855894371993),N/A,0.28,(0.06270512300826926;0.23309409929414954),N/A,30memhg19decoy,TrueDI26830XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-27.79437311,150,-120.680912,758,-139.0735497,6078.055167,-829.662308,0.146566105,0.007375643,-292.8597754,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,0.92,(-602.9832496230983;-165.33855894371993),N/A,-0.03,(0.06270512300826926;0.23309409929414954),N/A,30memhg19decoy,TrueDI26830XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-24.08790618,149,-183.1244598,758,-311.02549,6078.023824,-784.647075,0.18128933,0.012613267,-523.3716538,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-1.4,(-602.9832496230983;-165.33855894371993),N/A,0.86,(0.06270512300826926;0.23309409929414954),N/A,30memhg19decoy,TrueDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-31.09490459,149,-124.5618222,758,-384.9021784,6078.000028,-860.068163,0.174077406,0.010152852,-546.1746941,hematopoietic_specific_liquorice_hg38,healthy_control,-0.76,(-676.7752043822488;-277.24682790754423),N/A,0.69,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,13.27973069,150,-88.55225661,758,-481.0788164,6078.01562,-800.6866916,0.042863421,0.011442411,-554.5601646,hematopoietic_specific_liquorice_hg38,healthy_control,-0.85,(-676.7752043822488;-277.24682790754423),N/A,-2.77,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-28.04153239,149,-118.6917012,758,-392.0360455,6078.00006,-712.7709135,0.163280856,0.010019799,-543.8429722,hematopoietic_specific_liquorice_hg38,healthy_control,-0.73,(-676.7752043822488;-277.24682790754423),N/A,0.41,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-19.79928469,149,-98.41616812,758,-297.9151109,6078.001372,-837.0477983,0.124363499,0.007334176,-419.824343,hematopoietic_specific_liquorice_hg38,healthy_control,0.63,(-676.7752043822488;-277.24682790754423),N/A,-0.62,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-6.22661397,149,-81.13672862,758,-369.3351259,6078.00001,-663.5484191,0.083616627,0.009306521,-458.0202056,hematopoietic_specific_liquorice_hg38,lung_cancer,0.21,(-676.7752043822488;-277.24682790754423),n.s.,-1.69,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-18.06349826,149,-106.9745118,758,-191.0174026,6078.018696,-753.9704249,0.117203836,0.004846918,-319.6720728,hematopoietic_specific_liquorice_hg38,lung_cancer,1.73,(-676.7752043822488;-277.24682790754423),n.s.,-0.81,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-25.42918081,149,-99.14067623,758,-248.0586238,6078.000002,-827.4030409,0.136546233,0.006017539,-377.2690211,hematopoietic_specific_liquorice_hg38,healthy_control,1.1,(-676.7752043822488;-277.24682790754423),N/A,-0.3,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-29.18872918,149,-99.67663261,758,-208.1647612,6078.026578,-786.3861803,0.144275795,0.005014088,-342.3105924,hematopoietic_specific_liquorice_hg38,healthy_control,1.48,(-676.7752043822488;-277.24682790754423),N/A,-0.09,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-18.10371329,149.9999857,8.716629308,758,-28.37253961,6078.00015,-843.1533132,0.045423568,-0.001310863,-40.48310098,hematopoietic_specific_liquorice_hg38,lung_cancer,4.79,(-676.7752043822488;-277.24682790754423),Significantly weaker coverage drop,-2.7,(0.06471423357887114;0.2309442777492191),Significantly weaker coverage drop,30memhg38,False40
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-37.46517309,149,-74.13213844,757.0000001,-201.844913,6078.000004,-784.2745503,0.152628169,0.004612788,-319.7987747,hematopoietic_specific_liquorice_hg38,lung_cancer,1.73,(-676.7752043822488;-277.24682790754423),n.s.,0.13,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-33.80346214,149.0000122,-122.7666663,757,-221.0364788,6078.009141,-781.4114436,0.169714323,0.006758968,-383.8156767,hematopoietic_specific_liquorice_hg38,lung_cancer,1.02,(-676.7752043822488;-277.24682790754423),n.s.,0.58,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-28.37682774,149,-100.8967371,758,-172.1447373,6078.97948,-814.2304834,0.140378098,0.004563084,-306.6214207,hematopoietic_specific_liquorice_hg38,lung_cancer,1.87,(-676.7752043822488;-277.24682790754423),n.s.,-0.2,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-34.00747713,149,-167.6015554,757.9999995,-369.1379267,6078.999999,-810.2404824,0.203489215,0.010899374,-577.2335782,hematopoietic_specific_liquorice_hg38,lung_cancer,-1.1,(-676.7752043822488;-277.24682790754423),n.s.,1.47,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-37.97669713,149,-107.2419418,758,-228.8673878,6078.000003,-795.3302249,0.173145883,0.006240176,-380.7956595,hematopoietic_specific_liquorice_hg38,lung_cancer,1.06,(-676.7752043822488;-277.24682790754423),n.s.,0.67,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-26.3661957,149,-73.530944,758,-267.4663659,6078.050431,-782.2362203,0.126850145,0.00639278,-371.8943528,hematopoietic_specific_liquorice_hg38,lung_cancer,1.15,(-676.7752043822488;-277.24682790754423),n.s.,-0.55,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-17.59120126,150,-86.03711464,757,-51.46640496,6078.022193,-841.6990903,0.095505856,8.76E-04,-158.5880218,hematopoietic_specific_liquorice_hg38,lung_cancer,3.5,(-676.7752043822488;-277.24682790754423),Significantly weaker coverage drop,-1.38,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-21.03008411,149,-168.3259003,758,-255.4197741,6078.020186,-834.4326105,0.161663728,0.007768429,-449.3532923,hematopoietic_specific_liquorice_hg38,lung_cancer,0.3,(-676.7752043822488;-277.24682790754423),n.s.,0.37,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-24.20286726,149,-75.99597602,757.9999989,-209.6714396,6078,-769.4950263,0.118561932,0.005091357,-314.146914,hematopoietic_specific_liquorice_hg38,lung_cancer,1.79,(-676.7752043822488;-277.24682790754423),n.s.,-0.77,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-11.61089021,149,-154.1732979,758,-185.1845732,6078.03013,-771.6174695,0.124385482,0.005784325,-354.0114761,hematopoietic_specific_liquorice_hg38,lung_cancer,1.35,(-676.7752043822488;-277.24682790754423),n.s.,-0.62,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-3.923017512,149,-47.2628859,758,-118.8516884,6078.008163,-914.3441002,0.043179699,0.002129394,-170.9595416,hematopoietic_specific_liquorice_hg38,lung_cancer,3.36,(-676.7752043822488;-277.24682790754423),Significantly weaker coverage drop,-2.76,(0.06471423357887114;0.2309442777492191),Significantly weaker coverage drop,30memhg38,False40
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-16.07636984,149,-81.98723892,758,-165.5121123,6078.013201,-755.1830116,0.097058261,0.003872681,-266.6777382,hematopoietic_specific_liquorice_hg38,lung_cancer,2.31,(-676.7752043822488;-277.24682790754423),Significantly weaker coverage drop,-1.34,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-18.87197476,149,-79.09681783,758,-117.8205704,6078.063982,-733.4535535,0.099891748,0.002749119,-219.3566962,hematopoietic_specific_liquorice_hg38,lung_cancer,2.83,(-676.7752043822488;-277.24682790754423),Significantly weaker coverage drop,-1.27,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-11.39239992,150,-61.96168146,758,-249.7022887,6078.040872,-737.075776,0.079300023,0.005810197,-325.1371748,hematopoietic_specific_liquorice_hg38,lung_cancer,1.67,(-676.7752043822488;-277.24682790754423),n.s.,-1.81,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-20.14991795,150,-87.44056646,758,-338.1922452,6078.00272,-750.8541909,0.121809745,0.008692862,-449.3725073,hematopoietic_specific_liquorice_hg38,lung_cancer,0.3,(-676.7752043822488;-277.24682790754423),n.s.,-0.69,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-25.36806428,150,-73.44188688,757.0000001,-400.3907185,6078.000169,-696.0883857,0.132453973,0.009729879,-503.4131024,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.29,(-676.7752043822488;-277.24682790754423),n.s.,-0.41,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-25.27356454,149,-90.44617318,758,-225.8291674,6078.000022,-777.0283358,0.130094503,0.005340876,-346.109274,hematopoietic_specific_liquorice_hg38,lung_cancer,1.44,(-676.7752043822488;-277.24682790754423),n.s.,-0.47,(0.06471423357887114;0.2309442777492191),n.s.,30memhg38,False40
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-35.22303006,149,-118.5481763,758,-388.9766868,6078.014413,-738.9015833,0.18223266,0.009888458,-548.9531167,hematopoietic_specific_liquorice_hg38,healthy_control,-0.79,(-676.7752043822488;-277.24682790754423),N/A,0.91,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-31.41563445,149,-84.24419866,758,-296.1505539,6078.018021,-703.8715787,0.14789116,0.00747863,-417.2026425,hematopoietic_specific_liquorice_hg38,healthy_control,0.66,(-676.7752043822488;-277.24682790754423),N/A,0,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-35.0666019,149,-131.3394986,758,-227.3593004,6078.012745,-762.4836816,0.177937951,0.006304949,-400.2408342,hematopoietic_specific_liquorice_hg38,healthy_control,0.84,(-676.7752043822488;-277.24682790754423),N/A,0.79,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-29.15795724,149,-105.3483784,757.0000002,-411.1099619,6078.99995,-703.4141146,0.160568095,0.010466698,-550.7246643,hematopoietic_specific_liquorice_hg38,healthy_control,-0.81,(-676.7752043822488;-277.24682790754423),N/A,0.34,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-24.905484,149,-110.7900145,758,-265.9133187,6078.007628,-850.0743897,0.142447115,0.006808905,-406.2546779,hematopoietic_specific_liquorice_hg38,healthy_control,0.78,(-676.7752043822488;-277.24682790754423),N/A,-0.14,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/False40/summary_across_samples_and_ROIS.csv,-22.66163991,149,-169.538241,758,-419.909466,6078.006893,-811.8819424,0.177466878,0.011822381,-616.7744707,hematopoietic_specific_liquorice_hg38,healthy_control,-1.53,(-676.7752043822488;-277.24682790754423),N/A,0.78,(0.06471423357887114;0.2309442777492191),N/A,30memhg38,False40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-28.17912664,149,-125.4703987,758,-410.7393269,6078.001512,-856.9859968,0.168444573,0.010892659,-569.5261055,hematopoietic_specific_liquorice_hg38,healthy_control,-1,(-677.0049045169608;-280.73400851054373),N/A,0.68,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,15.70072218,150,-87.92966542,757.9999999,-486.9100564,6078.012222,-794.5647017,0.036479602,0.011509764,-556.9566094,hematopoietic_specific_liquorice_hg38,healthy_control,-0.86,(-677.0049045169608;-280.73400851054373),N/A,-2.76,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-26.71270989,149,-122.6114425,757.9999999,-381.9859164,6078.011896,-711.5661967,0.161126266,0.010278505,-536.2218508,hematopoietic_specific_liquorice_hg38,healthy_control,-0.63,(-677.0049045169608;-280.73400851054373),N/A,0.49,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-16.51729627,149,-99.78719666,758,-298.6914672,6078.002194,-834.7423124,0.116348629,0.007487489,-418.185317,hematopoietic_specific_liquorice_hg38,healthy_control,0.67,(-677.0049045169608;-280.73400851054373),N/A,-0.68,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-3.318011927,149,-78.3209376,758,-400.8689901,6078.000012,-665.5132285,0.076416762,0.009840242,-483.3117417,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.05,(-677.0049045169608;-280.73400851054373),n.s.,-1.72,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-15.99475719,149,-108.8832827,758,-181.6226266,6078.037672,-754.1823686,0.112052776,0.005041111,-309.8198111,hematopoietic_specific_liquorice_hg38,lung_cancer,1.87,(-677.0049045169608;-280.73400851054373),n.s.,-0.79,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-21.56600317,149,-99.58235263,758,-248.2218426,6078.006533,-827.0773508,0.126445864,0.006132503,-373.4070189,hematopoietic_specific_liquorice_hg38,healthy_control,1.17,(-677.0049045169608;-280.73400851054373),N/A,-0.42,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-29.38913806,149,-96.29205743,758,-227.92422,6078.042443,-786.7024764,0.144327958,0.005779798,-358.8645907,hematopoietic_specific_liquorice_hg38,healthy_control,1.33,(-677.0049045169608;-280.73400851054373),N/A,0.05,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-12.75235295,149.999603,11.8963075,757.9990325,-50.8727254,6078,-830.8554369,0.030994439,-6.80E-04,-53.56037521,hematopoietic_specific_liquorice_hg38,lung_cancer,4.71,(-677.0049045169608;-280.73400851054373),Significantly weaker coverage drop,-2.9,(0.05810908254921153;0.22674770204183847),Significantly weaker coverage drop,30memhg38,FalseDI1230XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-33.68819222,149,-79.21317579,758,-201.5039003,6078.000004,-784.9870268,0.145115706,0.00469413,-320.2123262,hematopoietic_specific_liquorice_hg38,lung_cancer,1.76,(-677.0049045169608;-280.73400851054373),n.s.,0.07,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
