sampleID,phenotype,ref_genome,settings,gc_bias,settings_verbose,trimming,genome,value
LP0025_21_L004,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,168.9629052
LP0025_21_L004,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,168.9527412
LP0025_21_L004,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,168.8752339
LP0025_21_L004,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,168.8464714
LP0025_21_L004,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,168.8919655
LP0025_21_L004,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,168.9140983
LP0025_21_L004,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,168.8856557
LP0025_21_L004,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,168.8971389
LP0025_21_L004,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,168.9625588
LP0025_24_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,171.0791271
LP0025_24_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,171.1480084
LP0025_24_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,171.0322776
LP0025_24_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,171.2289996
LP0025_24_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,170.9896432
LP0025_24_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,171.1667564
LP0025_24_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,171.1121914
LP0025_24_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,170.9510713
LP0025_24_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,171.1155225
LP0025_24_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,171.2168212
LP0025_24_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,171.1645022
LP0025_24_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,170.9896422
LP0025_24_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,171.1108692
LP0025_24_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,171.1764409
LP0025_24_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,171.1244776
LP0025_24_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,171.0921594
LP0025_24_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,171.0831836
LP0025_24_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,171.0302752
LP0025_24_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,171.1698407
LP0025_24_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,171.0489617
LP0025_24_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,171.2688534
LP0025_24_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,171.1466081
LP0025_24_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,171.1865057
LP0025_24_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,171.0999847
LP0025_24_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,171.1280181
LP0025_24_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,171.1076714
LP0025_24_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,171.1568916
LP0025_24_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,171.1627559
LP0025_24_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,171.0956015
LP0025_24_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,171.129922
LP0025_24_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,171.0718747
LP0025_24_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,171.2082954
LP0026_05_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,169.1806791
LP0026_05_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,169.1115028
LP0026_05_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,169.1754037
LP0026_05_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,169.1597674
LP0026_05_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,169.2606233
LP0026_05_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,169.1289826
LP0026_05_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,169.3185533
LP0026_05_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,169.2709284
LP0026_05_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,169.3359863
LP0026_05_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,169.2042331
LP0026_05_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,169.1987082
LP0026_05_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,169.1273544
LP0026_05_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,169.0628807
LP0026_05_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,169.2264772
LP0026_05_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,169.2574243
LP0026_05_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,169.1834098
LP0026_05_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,169.2208606
LP0026_05_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,169.2413074
LP0026_05_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,169.2125324
LP0026_05_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,169.1466356
LP0026_05_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,169.0785322
LP0026_05_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,169.1364059
LP0026_05_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,169.1898663
LP0026_05_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,169.2865317
LP0026_05_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,169.1656366
LP0026_05_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,169.2084096
LP0026_05_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,169.2193066
LP0026_05_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,169.2506406
LP0026_05_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,169.159382
LP0026_05_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,169.2702407
LP0026_05_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,169.2744841
LP0026_05_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,169.2288241
LP0026_07_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,171.0956536
LP0026_07_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,171.0529959
LP0026_07_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,171.166517
LP0026_07_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,171.1247512
LP0026_07_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,171.193192
LP0026_07_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,171.1390292
LP0026_07_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,171.3068895
LP0026_07_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,171.1957709
LP0026_07_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,171.2049453
LP0026_07_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,171.183113
LP0026_07_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,171.167051
LP0026_07_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,171.1580884
LP0026_07_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,171.2467558
LP0026_07_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,171.2509794
LP0026_07_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,171.2658226
LP0026_07_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,171.1152895
LP0026_07_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,171.1361167
LP0026_07_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,171.3275083
LP0026_07_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,171.258928
LP0026_07_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,171.2457951
LP0026_07_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,171.2223245
LP0026_07_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,171.1565641
LP0026_07_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,171.2343659
LP0026_07_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,171.1789528
LP0026_07_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,171.2051437
LP0026_07_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,171.1800945
LP0026_07_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,171.270609
LP0026_07_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,171.2127823
LP0026_07_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,171.0717154
LP0026_07_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,171.1673099
LP0026_07_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,171.2033557
LP0026_07_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,171.2170795
LP0026_08_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,156.1360043
LP0026_08_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,156.2539892
LP0026_08_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,156.1466758
LP0026_08_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,156.1990471
LP0026_08_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,156.240908
LP0026_08_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,156.1424296
LP0026_08_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,156.1500668
LP0026_08_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,156.2896012
LP0026_08_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,156.2132924
LP0026_08_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,156.1407067
LP0026_08_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,156.2144625
LP0026_08_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,156.1564266
LP0026_08_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,156.1938984
LP0026_08_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,156.1230082
LP0026_08_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,156.2872887
LP0026_08_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,156.3410721
LP0026_08_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,156.3363822
LP0026_08_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,156.28656
LP0026_08_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,156.2440794
LP0026_08_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,156.1492148
LP0026_08_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,156.1846374
LP0026_08_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,156.15069
LP0026_08_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,156.2211818
LP0026_08_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,156.2577156
LP0026_08_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,156.1512307
LP0026_08_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,156.1155924
LP0026_08_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,156.1794239
LP0026_08_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,156.1371349
LP0026_08_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,156.1661705
LP0026_08_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,156.2837203
LP0026_08_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,156.1644816
LP0026_08_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,156.216088
LP0026_22_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,164.4487181
LP0026_22_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,164.3375837
LP0026_22_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,164.3041671
LP0026_22_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,164.4057883
LP0026_22_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,164.519699
LP0026_22_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,164.4247079
LP0026_22_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,164.29216
LP0026_22_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,164.3547216
LP0026_22_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,164.4724629
LP0026_22_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,164.392834
LP0026_22_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,164.2746593
LP0026_22_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,164.323531
LP0026_22_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,164.3225567
LP0026_22_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,164.3366088
LP0026_22_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,164.4364265
LP0026_22_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,164.3536518
LP0026_22_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,164.3399481
LP0026_22_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,164.4030162
LP0026_22_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,164.4058633
LP0026_22_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,164.4236789
LP0026_22_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,164.3363217
LP0026_22_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,164.3036743
LP0026_22_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,164.30241
LP0026_22_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,164.4407785
LP0026_22_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,164.4551259
LP0026_22_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,164.3655415
LP0026_22_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,164.5035541
LP0026_22_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,164.3901307
LP0026_22_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,164.5519218
LP0026_22_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,164.3677603
LP0026_22_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,164.4815567
LP0026_22_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,164.4215005
LP0026_26_L004,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,161.4341287
LP0026_26_L004,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,161.4119883
LP0026_26_L004,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,161.4009863
LP0026_26_L004,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,161.490914
LP0026_26_L004,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,161.4236037
LP0026_26_L004,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,161.4578028
LP0026_26_L004,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,161.5161998
LP0026_26_L004,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,161.5909278
LP0026_26_L004,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,161.4382172
LP0026_26_L004,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,161.5645571
LP0026_26_L004,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,161.5499918
LP0026_26_L004,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,161.4217238
LP0026_26_L004,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,161.4793174
LP0026_26_L004,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,161.5338734
LP0026_26_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,161.4535575
LP0026_26_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,161.4900076
LP0026_26_L004,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,161.568689
LP0026_26_L004,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,161.4362401
LP0026_26_L004,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,161.4263414
LP0026_26_L004,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,161.4238643
LP0026_26_L004,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,161.4883365
LP0026_26_L004,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,161.4134838
LP0026_26_L004,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,161.5203718
LP0026_26_L004,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,161.5342713
LP0026_26_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,161.4519105
LP0026_26_L004,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,161.5555505
LP0026_26_L004,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,161.4595633
LP0026_26_L004,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,161.4883357
LP0026_26_L004,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,161.4380261
LP0026_26_L004,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,161.5956974
LP0026_26_L004,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,161.4775667
LP0026_26_L004,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,161.3990611
LP0026_38_L004,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,163.939388
LP0026_38_L004,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,164.0312839
LP0026_38_L004,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,164.1086271
LP0026_38_L004,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,164.005304
LP0026_38_L004,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,164.1051379
LP0026_38_L004,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,163.9495062
LP0026_38_L004,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,163.9499776
LP0026_38_L004,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,164.0578668
LP0026_38_L004,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,164.1132299
LP0026_38_L004,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,163.9999429
LP0026_38_L004,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,164.1533097
LP0026_38_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,164.1252333
LP0026_38_L004,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,164.1532034
LP0026_38_L004,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,164.1334498
LP0026_38_L004,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,164.0368483
LP0026_38_L004,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,164.168084
LP0026_38_L004,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,164.0820425
LP0026_38_L004,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,164.0169853
LP0026_38_L004,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,164.0755976
LP0026_38_L004,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,164.1997327
LP0026_38_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,164.0730412
LP0026_38_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,164.0798927
LP0026_38_L004,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,164.0486112
LP0026_38_L004,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,164.0390884
