sampleID,phenotype,value,ref_genome,settings,gc_bias,settings_verbose,trimming,genome
LP0025_11_L003,lung_cancer,0.991238723,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_12_L003,lung_cancer,0.986526172,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.977810101,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.976935794,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.942880073,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.986660039,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0026_05_L003,lung_cancer,0.908110435,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0026_07_L003,lung_cancer,0.972207392,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0026_08_L003,lung_cancer,0.76855532,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0026_22_L003,lung_cancer,0.941714693,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0026_26_L004,lung_cancer,0.678794318,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0026_38_L004,lung_cancer,0.942600868,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0026_42_L004,lung_cancer,0.921513764,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0027_26_L003,lung_cancer,0.928331462,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0027_35_L003,lung_cancer,0.936340964,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0027_39_L003,lung_cancer,0.923810688,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0028_01_L004,lung_cancer,0.968471723,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0029_02_L004,healthy_control,0.993905102,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0029_04_L003,healthy_control,0.978350917,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0029_05_L004,healthy_control,0.981068536,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0029_06_L003,healthy_control,0.983016652,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0030_03_L004,healthy_control,0.978840783,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0030_05_L004,healthy_control,0.994116477,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_01_L004,healthy_control,0.97418274,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_02_L004,healthy_control,0.963010446,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_03_L003,healthy_control,0.982863622,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_04_L004,healthy_control,0.974760987,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_05_L003,lung_cancer,0.96165515,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_06_L003,lung_cancer,0.983463152,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_07_L004,healthy_control,0.977690559,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_08_L004,healthy_control,0.988773322,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.488970787,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.980331183,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_12_L003,lung_cancer,0.929438863,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.971553147,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.97138644,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.952023149,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.917695236,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0026_05_L003,lung_cancer,0.938983863,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0026_07_L003,lung_cancer,0.965338028,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0026_08_L003,lung_cancer,0.870767235,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0026_22_L003,lung_cancer,0.955403836,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0026_26_L004,lung_cancer,0.686278813,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0026_38_L004,lung_cancer,0.943692392,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0026_42_L004,lung_cancer,0.941790398,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0027_26_L003,lung_cancer,0.953193482,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0027_35_L003,lung_cancer,0.950565246,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0027_39_L003,lung_cancer,0.934216993,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0028_01_L004,lung_cancer,0.970810332,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0029_02_L004,healthy_control,0.989885173,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0029_04_L003,healthy_control,0.948866605,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0029_05_L004,healthy_control,0.983892384,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0029_06_L003,healthy_control,0.984721896,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0030_03_L004,healthy_control,0.972374356,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0030_05_L004,healthy_control,0.973540621,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_01_L004,healthy_control,0.990440232,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_02_L004,healthy_control,0.972838384,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_03_L003,healthy_control,0.986688371,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_04_L004,healthy_control,0.992353707,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_05_L003,lung_cancer,0.982230391,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_06_L003,lung_cancer,0.988994605,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_07_L004,healthy_control,0.988209956,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_08_L004,healthy_control,0.99393524,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.45122233,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.991655562,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_12_L003,lung_cancer,0.986841177,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.978597324,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.977181958,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.954104144,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.990851395,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0026_05_L003,lung_cancer,0.941688293,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0026_07_L003,lung_cancer,0.983172991,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0026_08_L003,lung_cancer,0.769292306,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0026_22_L003,lung_cancer,0.940638436,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0026_26_L004,lung_cancer,0.674287362,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0026_38_L004,lung_cancer,0.940780379,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0026_42_L004,lung_cancer,0.922005271,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0027_26_L003,lung_cancer,0.929640697,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0027_35_L003,lung_cancer,0.935880771,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0027_39_L003,lung_cancer,0.924330943,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0028_01_L004,lung_cancer,0.968180746,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0029_02_L004,healthy_control,0.994780694,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0029_04_L003,healthy_control,0.982944473,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0029_05_L004,healthy_control,0.99417438,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0029_06_L003,healthy_control,0.983487481,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0030_03_L004,healthy_control,0.989526908,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0030_05_L004,healthy_control,0.9945731,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_01_L004,healthy_control,0.972910583,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_02_L004,healthy_control,0.952680929,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_03_L003,healthy_control,0.981824064,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_04_L004,healthy_control,0.977092137,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_05_L003,lung_cancer,0.964861841,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_06_L003,lung_cancer,0.982347381,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_07_L004,healthy_control,0.980745486,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_08_L004,healthy_control,0.989248685,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_10_L003,lung_cancer,0.520700765,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_11_L003,lung_cancer,0.982234366,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_12_L003,lung_cancer,0.925324826,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_15_L003,lung_cancer,0.975412123,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_17_L003,lung_cancer,0.976531376,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_21_L004,lung_cancer,0.948010078,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_24_L003,lung_cancer,0.913164548,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0026_05_L003,lung_cancer,0.917793244,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0026_07_L003,lung_cancer,0.961655668,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0026_08_L003,lung_cancer,0.871217774,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0026_22_L003,lung_cancer,0.954866734,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0026_26_L004,lung_cancer,0.685373254,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0026_38_L004,lung_cancer,0.945641689,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0026_42_L004,lung_cancer,0.941739943,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0027_26_L003,lung_cancer,0.950539518,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0027_35_L003,lung_cancer,0.950550788,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0027_39_L003,lung_cancer,0.92941078,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0028_01_L004,lung_cancer,0.971325774,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0029_02_L004,healthy_control,0.990044085,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0029_04_L003,healthy_control,0.954582419,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0029_05_L004,healthy_control,0.978023602,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0029_06_L003,healthy_control,0.982324534,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0030_03_L004,healthy_control,0.97104313,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0030_05_L004,healthy_control,0.975874301,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_01_L004,healthy_control,0.99146093,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_02_L004,healthy_control,0.953756566,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_03_L003,healthy_control,0.98983725,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_04_L004,healthy_control,0.993793485,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_05_L003,lung_cancer,0.988004021,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_06_L003,lung_cancer,0.99242439,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_07_L004,healthy_control,0.994253081,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_08_L004,healthy_control,0.993894838,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_10_L003,lung_cancer,0.516248572,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_11_L003,lung_cancer,0.994211732,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_12_L003,lung_cancer,0.990810804,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_15_L003,lung_cancer,0.98501453,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_17_L003,lung_cancer,0.986681644,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_21_L004,lung_cancer,0.95916635,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_24_L003,lung_cancer,0.990621483,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0026_05_L003,lung_cancer,0.932104248,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0026_07_L003,lung_cancer,0.980791769,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0026_08_L003,lung_cancer,0.815276773,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0026_22_L003,lung_cancer,0.956846363,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0026_26_L004,lung_cancer,0.738417318,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0026_38_L004,lung_cancer,0.958865612,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0026_42_L004,lung_cancer,0.941719364,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0027_26_L003,lung_cancer,0.948809591,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0027_35_L003,lung_cancer,0.953591785,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0027_39_L003,lung_cancer,0.94434709,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0028_01_L004,lung_cancer,0.976823597,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0029_02_L004,healthy_control,0.995996521,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0029_04_L003,healthy_control,0.984750268,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0029_05_L004,healthy_control,0.986759066,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0029_06_L003,healthy_control,0.988556196,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0030_03_L004,healthy_control,0.985948975,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0030_05_L004,healthy_control,0.996320113,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0025_01_L004,healthy_control,0.974788069,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_02_L004,healthy_control,0.962621626,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_03_L003,healthy_control,0.98281082,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_04_L004,healthy_control,0.975640286,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_05_L003,lung_cancer,0.96235802,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_06_L003,lung_cancer,0.982796997,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_07_L004,healthy_control,0.978128718,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_08_L004,healthy_control,0.990720745,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_10_L003,lung_cancer,0.505094673,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_11_L003,lung_cancer,0.983403036,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_12_L003,lung_cancer,0.93017463,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_15_L003,lung_cancer,0.97454633,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_17_L003,lung_cancer,0.977068807,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_21_L004,lung_cancer,0.951329197,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_24_L003,lung_cancer,0.915421009,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0026_05_L003,lung_cancer,0.939562566,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0026_07_L003,lung_cancer,0.96949541,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0026_08_L003,lung_cancer,0.863048712,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0026_22_L003,lung_cancer,0.954278681,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0026_26_L004,lung_cancer,0.67831525,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0026_38_L004,lung_cancer,0.945007295,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0026_42_L004,lung_cancer,0.938857959,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0027_26_L003,lung_cancer,0.950788106,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0027_35_L003,lung_cancer,0.947365052,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0027_39_L003,lung_cancer,0.928916317,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0028_01_L004,lung_cancer,0.970902682,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0029_02_L004,healthy_control,0.99076412,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0029_04_L003,healthy_control,0.948774018,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0029_05_L004,healthy_control,0.983481898,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0029_06_L003,healthy_control,0.983956487,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0030_03_L004,healthy_control,0.97436135,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0030_05_L004,healthy_control,0.973639711,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0025_01_L004,healthy_control,0.993376148,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_02_L004,healthy_control,0.97969042,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_03_L003,healthy_control,0.990557067,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_04_L004,healthy_control,0.994660218,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_05_L003,lung_cancer,0.988630582,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_06_L003,lung_cancer,0.992689179,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_07_L004,healthy_control,0.991902469,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_08_L004,healthy_control,0.996251429,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_10_L003,lung_cancer,0.518005282,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_11_L003,lung_cancer,0.994552482,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_12_L003,lung_cancer,0.991641966,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_15_L003,lung_cancer,0.985544706,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_17_L003,lung_cancer,0.986420715,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_21_L004,lung_cancer,0.966429987,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_24_L003,lung_cancer,0.993563243,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0026_05_L003,lung_cancer,0.957479787,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0026_07_L003,lung_cancer,0.98903648,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0026_08_L003,lung_cancer,0.814246545,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0026_22_L003,lung_cancer,0.955871683,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0026_26_L004,lung_cancer,0.734904864,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0026_38_L004,lung_cancer,0.957296715,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0026_42_L004,lung_cancer,0.941319397,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0027_26_L003,lung_cancer,0.948507797,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0027_35_L003,lung_cancer,0.952274916,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0027_39_L003,lung_cancer,0.943863,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0028_01_L004,lung_cancer,0.976403375,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0029_02_L004,healthy_control,0.996378878,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0029_04_L003,healthy_control,0.987877183,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0029_05_L004,healthy_control,0.996049446,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0029_06_L003,healthy_control,0.988674184,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0030_03_L004,healthy_control,0.992919478,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0030_05_L004,healthy_control,0.996638122,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0025_01_L004,healthy_control,0.972642165,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_02_L004,healthy_control,0.952245264,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_03_L003,healthy_control,0.981514979,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_04_L004,healthy_control,0.97699607,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_05_L003,lung_cancer,0.960699344,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_06_L003,lung_cancer,0.983264682,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_07_L004,healthy_control,0.979856619,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_08_L004,healthy_control,0.987894444,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.515438727,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.979595509,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_12_L003,lung_cancer,0.926551881,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.972944759,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.971229956,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
